id,dataset_id,title,title_eng,location,latitude,longitude,culture,collection_date,collector,performer,source,source_key,source_author,source_title,source_publisher,source_address,source_page_num,source_song_num,source_date,catalogue_number,source_url,encoder,encoding_date,copyright,license_abbr,version,meter,metric_classification,modality,key,ambitus,has_lyrics,has_music,genre,language,language_iso,url,preview_url,path,format,checksum
han0001,essen-china-han,Renmin gongshe shizai hao,,"Asia, China, Shanxi, Zizhou",,,Han,,,,,,,,,,,,,,,Helmut Schaffrath,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Wuge, Shuichuan qu. Xin minge",,,https://kern.humdrum.org/cgi-bin/ksdata?file=data/han0001.krn&l=essen/asia/china/han&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/han/data/han0001.krn,data/han0001.krn,kern,6ced51dfa3105b16a6fb07ef5dbcbeaf
han0002,essen-china-han,Zanmen de ling xiu Mao Zedong,,"Asia, China, Shanxi Nordwesten",,,Han,,,,,,,,,,,,,,,Helmut Schaffrath,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Geming lishi minge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=data/han0002.krn&l=essen/asia/china/han&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/han/data/han0002.krn,data/han0002.krn,kern,6d7ea34140464648dcd4c952dbc6873a
han0003,essen-china-han,Tian xin shun,,"Asia, China, Shanxi Yanchang",,,Han,,,,,,,,,,,,,,,Helmut Schaffrath,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,Xiaodiao. Geming lishi minge,,,https://kern.humdrum.org/cgi-bin/ksdata?file=data/han0003.krn&l=essen/asia/china/han&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/han/data/han0003.krn,data/han0003.krn,kern,6700cd2f11ffb14a292a31e5aee5aacd
han0004,essen-china-han,Liu zhi dan,,"Asia, China, Shanxi Shanbei",,,Han,,,,,,,,,,,,,,,Helmut Schaffrath,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao, Da ningxia diao. Geming lishi minge",,,https://kern.humdrum.org/cgi-bin/ksdata?file=data/han0004.krn&l=essen/asia/china/han&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/han/data/han0004.krn,data/han0004.krn,kern,44a391e6aec58af33dd183af5e761885
han0005,essen-china-han,Zanmen de hongjun shi li zhong,,"Asia, China, Shanxi Shanbei",,,Han,,,,,,,,,,,,,,,Helmut Schaffrath,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Shange, Xintianyou. Geming lishi minge",,,https://kern.humdrum.org/cgi-bin/ksdata?file=data/han0005.krn&l=essen/asia/china/han&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/han/data/han0005.krn,data/han0005.krn,kern,b8fd53b659333c0e6b659eecfe6f40e2
han0006,essen-china-han,Yi gan hongqi kongzhong piao,,"Asia, China, Shanxi Shanbei",,,Han,,,,,,,,,,,,,,,Helmut Schaffrath,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Shange, Xintianyou. Geming lishi minge",,,https://kern.humdrum.org/cgi-bin/ksdata?file=data/han0006.krn&l=essen/asia/china/han&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/han/data/han0006.krn,data/han0006.krn,kern,a36aef39fc5a2c1e018230c4f03d151c
han0007,essen-china-han,"Da nangoucha, Weggabelung)",,"Asia, China, Shanxi Wubao",,,Han,,,,,,,,,,,,,,,Helmut Schaffrath,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Xiaodiao, Xiu hebao. Geming lishi minge",,,https://kern.humdrum.org/cgi-bin/ksdata?file=data/han0007.krn&l=essen/asia/china/han&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/han/data/han0007.krn,data/han0007.krn,kern,576249bee8362649b7aed10c69407e5b
han0008,essen-china-han,Heng shan li xialai xie youji dui,,"Asia, China, Shanxi Shanbei",,,Han,,,,,,,,,,,,,,,Helmut Schaffrath,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Shange, Xintianyou. Geming lishi minge",,,https://kern.humdrum.org/cgi-bin/ksdata?file=data/han0008.krn&l=essen/asia/china/han&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/han/data/han0008.krn,data/han0008.krn,kern,1fbf46d969c82ff2357691b2f8af9e82
han0009,essen-china-han,Wo de gege dangle hongjun,,"Asia, China, Shanxi Suide, Mizhi",,,Han,,,,,,,,,,,,,,,Helmut Schaffrath,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Shange, Xintianyou. Geming lishi minge",,,https://kern.humdrum.org/cgi-bin/ksdata?file=data/han0009.krn&l=essen/asia/china/han&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/han/data/han0009.krn,data/han0009.krn,kern,5d5fa0029f2fef29962d533222978855
han0010,essen-china-han,Huaishu kaihua,,"Asia, China, Shanxi Shanbei",,,Han,,,,,,,,,,,,,,,Helmut Schaffrath,,"Copyright 1995, estate of Helmut Schaffrath.",,1.0,,simple duple,,,,False,True,"Shange, Xintianyou. Geming lishi minge",,,https://kern.humdrum.org/cgi-bin/ksdata?file=data/han0010.krn&l=essen/asia/china/han&format=kern,https://verovio.humdrum.org/?file=essen/asia/china/han/data/han0010.krn,data/han0010.krn,kern,e293b761b864ce80a226fe620427db49
